StationID,TypeID,MeasurementDate,Value,QualityFlag
US1FLMN0077,1,2026-03-24,0.0,Good
US1FLMN0077,1,2026-03-25,0.0,Good
US1FLMN0076,1,2026-01-01,0.0,Good
US1FLMN0076,1,2026-01-02,0.0,Good
US1FLMN0076,1,2026-01-03,0.0,Good
US1FLMN0076,1,2026-01-04,0.0,Good
US1FLMN0076,1,2026-01-05,0.0,Good
US1FLMN0076,1,2026-01-06,0.0,Good
US1FLMN0076,1,2026-01-07,0.0,Good
US1FLMN0076,1,2026-01-08,0.0,Good
US1FLMN0076,1,2026-01-09,0.23,Good
US1FLMN0076,1,2026-01-14,0.19,Good
US1FLMN0076,1,2026-01-15,0.01,Good
US1FLMN0076,1,2026-01-16,0.09,Good
US1FLMN0076,1,2026-01-17,0.01,Good
US1FLMN0076,1,2026-01-18,0.0,Good
US1FLMN0076,1,2026-01-19,0.0,Good
US1FLMN0076,1,2026-01-20,0.0,Good
US1FLMN0076,1,2026-01-21,0.0,Good
US1FLMN0076,1,2026-01-22,0.0,Good
US1FLMN0076,1,2026-01-23,0.0,Good
US1FLMN0076,1,2026-01-24,0.0,Good
US1FLMN0076,1,2026-01-25,0.0,Good
US1FLMN0076,1,2026-01-26,0.0,Good
US1FLMN0076,1,2026-01-27,0.0,Good
US1FLMN0076,1,2026-01-28,0.0,Good
US1FLMN0076,1,2026-01-29,0.0,Good
US1FLMN0076,1,2026-01-30,0.06,Good
US1FLMN0076,1,2026-02-03,0.0,Good
US1FLMN0076,1,2026-02-04,0.0,Good
US1FLMN0076,1,2026-02-10,0.0,Good
US1FLMN0076,1,2026-02-11,0.0,Good
US1FLMN0076,1,2026-02-12,0.0,Good
US1FLMN0076,1,2026-02-13,0.0,Good
US1FLMN0076,1,2026-02-14,0.0,Good
US1FLMN0076,1,2026-02-15,0.0,Good
US1FLMN0076,1,2026-02-16,0.02,Good
US1FLMN0076,1,2026-02-17,0.0,Good
US1FLMN0076,1,2026-02-18,0.0,Good
US1FLMN0076,1,2026-02-19,0.0,Good
US1FLMN0076,1,2026-02-20,0.0,Good
US1FLMN0076,1,2026-02-21,0.0,Good
US1FLMN0076,1,2026-02-22,0.0,Good
US1FLMN0076,1,2026-02-23,0.0,Good
US1FLMN0076,1,2026-02-24,0.0,Good
US1FLMN0076,1,2026-02-25,0.0,Good
US1FLMN0076,1,2026-02-26,0.0,Good
US1FLMN0076,1,2026-02-27,0.0,Good
US1FLMN0076,1,2026-02-28,0.0,Good
US1FLMN0076,1,2026-03-01,0.0,Good
US1FLMN0076,1,2026-03-02,0.0,Good
US1FLMN0076,1,2026-03-03,0.0,Good
US1FLMN0076,1,2026-03-04,0.06,Good
US1FLMN0076,1,2026-03-05,0.02,Good
US1FLMN0076,1,2026-03-16,0.0,Good
US1FLMN0076,1,2026-03-17,1.97,Good
US1FLMN0076,1,2026-03-18,0.0,Good
US1FLMN0076,1,2026-03-19,0.01,Good
US1FLMN0076,1,2026-03-20,0.0,Good
US1FLMN0076,1,2026-03-21,0.0,Good
US1FLMN0076,1,2026-03-22,0.0,Good
US1FLMN0076,1,2026-03-23,0.0,Good
US1FLMN0076,1,2026-03-24,0.0,Good
US1FLMN0076,1,2026-03-25,0.0,Good
US1FLHB0181,1,2026-01-01,0.0,Good
US1FLHB0181,1,2026-01-02,0.0,Good
US1FLHB0181,1,2026-01-03,0.0,Good
US1FLHB0181,1,2026-01-04,0.2,Good
US1FLHB0181,1,2026-01-05,0.0,Good
US1FLHB0181,1,2026-01-06,0.0,Good
US1FLHB0181,1,2026-01-07,0.0,Good
US1FLHB0181,1,2026-01-08,0.0,Good
US1FLHB0181,1,2026-01-09,0.0,Good
US1FLHB0181,1,2026-01-10,0.0,Good
US1FLHB0181,1,2026-01-11,0.0,Good
US1FLHB0181,1,2026-01-12,0.0,Good
US1FLHB0181,1,2026-01-13,0.0,Good
US1FLHB0181,1,2026-01-14,0.0,Good
US1FLHB0181,1,2026-01-15,0.18,Good
US1FLHB0181,1,2026-01-16,0.02,Good
US1FLHB0181,1,2026-01-17,0.0,Good
US1FLHB0181,1,2026-01-18,0.0,Good
US1FLHB0181,1,2026-01-19,0.01,Good
US1FLHB0181,1,2026-01-20,0.0,Good
US1FLHB0181,1,2026-01-21,0.0,Good
US1FLHB0181,1,2026-01-22,0.0,Good
US1FLHB0181,1,2026-01-23,0.0,Good
US1FLHB0181,1,2026-01-24,0.0,Good
US1FLHB0181,1,2026-01-25,0.0,Good
US1FLHB0181,1,2026-01-26,0.2,Good
US1FLHB0181,1,2026-01-27,0.04,Good
US1FLHB0181,1,2026-01-28,0.0,Good
US1FLHB0181,1,2026-01-29,0.0,Good
US1FLHB0181,1,2026-01-30,0.0,Good
US1FLHB0181,1,2026-01-31,0.03,Good
US1FLHB0181,1,2026-02-01,0.02,Good
US1FLHB0181,1,2026-02-02,0.0,Good
US1FLHB0181,1,2026-02-03,0.0,Good
US1FLHB0181,1,2026-02-04,0.0,Good
US1FLHB0181,1,2026-02-05,0.22,Good
US1FLHB0181,1,2026-02-06,0.05,Good
US1FLHB0181,1,2026-02-07,0.0,Good
US1FLHB0181,1,2026-02-08,0.0,Good
US1FLHB0181,1,2026-02-09,0.0,Good
US1FLHB0181,1,2026-02-10,0.0,Good
US1FLHB0181,1,2026-02-11,0.0,Good
US1FLHB0181,1,2026-02-12,0.0,Good
US1FLHB0181,1,2026-02-13,0.0,Good
US1FLHB0181,1,2026-02-14,0.0,Good
US1FLHB0181,1,2026-02-15,0.0,Good
US1FLHB0181,1,2026-02-16,0.16,Good
US1FLHB0181,1,2026-02-17,0.0,Good
US1FLHB0181,1,2026-02-18,0.0,Good
US1FLHB0181,1,2026-02-19,0.0,Good
US1FLHB0181,1,2026-02-20,0.0,Good
US1FLHB0181,1,2026-02-21,0.0,Good
US1FLHB0181,1,2026-02-22,0.0,Good
US1FLHB0181,1,2026-02-23,0.2,Good
US1FLHB0181,1,2026-02-24,0.0,Good
US1FLHB0181,1,2026-02-25,0.0,Good
US1FLHB0181,1,2026-02-26,0.0,Good
US1FLHB0181,1,2026-02-27,0.0,Good
US1FLHB0181,1,2026-02-28,0.36,Good
US1FLHB0181,1,2026-03-01,0.0,Good
US1FLHB0181,1,2026-03-02,0.0,Good
US1FLHB0181,1,2026-03-03,0.0,Good
US1FLHB0181,1,2026-03-04,0.0,Good
US1FLHB0181,1,2026-03-05,0.0,Good
US1FLHB0181,1,2026-03-06,0.51,Good
US1FLHB0181,1,2026-03-07,0.0,Good
US1FLHB0181,1,2026-03-08,0.08,Good
US1FLHB0181,1,2026-03-09,0.0,Good
US1FLHB0181,1,2026-03-10,0.0,Good
US1FLHB0181,1,2026-03-11,0.0,Good
US1FLHB0181,1,2026-03-12,0.0,Good
US1FLHB0181,1,2026-03-13,0.08,Good
US1FLHB0181,1,2026-03-14,0.61,Good
US1FLHB0181,1,2026-03-15,0.0,Good
US1FLHB0181,1,2026-03-16,0.58,Good
US1FLHB0181,1,2026-03-17,0.15,Good
US1FLHB0181,1,2026-03-18,0.0,Good
US1FLHB0181,1,2026-03-19,0.0,Good
US1FLHB0181,1,2026-03-20,0.0,Good
US1FLHB0181,1,2026-03-21,0.0,Good
US1FLHB0181,1,2026-03-22,0.0,Good
US1FLHB0181,1,2026-03-23,0.0,Good
US1FLHB0181,1,2026-03-24,0.0,Good
US1FLHB0181,1,2026-03-25,0.0,Good
US1FLHB0183,1,2026-01-04,0.19,Good
US1FLHB0183,1,2026-01-15,0.16,Good
US1FLHB0183,1,2026-01-26,0.18,Good
US1FLHB0183,1,2026-02-16,0.16,Good
US1FLHB0183,1,2026-02-23,0.44,Good
US1FLHB0183,1,2026-02-28,0.46,Good
US1FLHB0183,1,2026-03-06,0.22,Good
US1FLHB0183,1,2026-03-08,0.13,Good
US1FLHB0183,1,2026-03-13,0.12,Good
US1FLHB0183,1,2026-03-14,0.66,Good
US1FLHB0183,1,2026-03-16,0.55,Good
US1FLHB0183,1,2026-03-17,0.18,Good
US1FLHB0182,1,2026-01-02,0.0,Good
US1FLHB0182,1,2026-01-03,0.0,Good
US1FLHB0182,1,2026-01-04,0.28,Good
US1FLHB0182,1,2026-01-05,0.0,Good
US1FLHB0182,1,2026-01-06,0.0,Good
US1FLHB0182,1,2026-01-07,0.0,Good
US1FLHB0182,1,2026-01-08,0.0,Good
US1FLHB0182,1,2026-01-09,0.0,Good
US1FLHB0182,1,2026-01-10,0.0,Good
US1FLHB0182,1,2026-01-11,0.0,Good
US1FLHB0182,1,2026-01-12,0.06,Good
US1FLHB0182,1,2026-01-13,0.0,Good
US1FLHB0182,1,2026-01-14,0.0,Good
US1FLHB0182,1,2026-01-15,0.28,Good
US1FLHB0182,1,2026-01-16,0.0,Good
US1FLHB0182,1,2026-01-17,0.0,Good
US1FLHB0182,1,2026-01-18,0.0,Good
US1FLHB0182,1,2026-01-19,0.0,Good
US1FLHB0182,1,2026-01-20,0.0,Good
US1FLHB0182,1,2026-01-21,0.0,Good
US1FLHB0182,1,2026-01-22,0.0,Good
US1FLHB0182,1,2026-01-23,0.0,Good
US1FLHB0182,1,2026-01-24,0.0,Good
US1FLHB0182,1,2026-01-25,0.0,Good
US1FLHB0182,1,2026-01-26,0.0,Good
US1FLHB0182,1,2026-01-27,0.03,Good
US1FLHB0182,1,2026-01-28,0.0,Good
US1FLHB0182,1,2026-01-29,0.0,Good
US1FLHB0182,1,2026-01-30,0.0,Good
US1FLHB0182,1,2026-01-31,0.03,Good
US1FLHB0182,1,2026-02-01,0.0,Good
US1FLHB0182,1,2026-02-02,0.0,Good
US1FLHB0182,1,2026-02-03,0.0,Good
US1FLHB0182,1,2026-02-04,0.0,Good
US1FLHB0182,1,2026-02-05,0.2,Good
US1FLHB0182,1,2026-02-06,0.14,Good
US1FLHB0182,1,2026-02-07,0.0,Good
US1FLHB0182,1,2026-02-08,0.0,Good
US1FLHB0182,1,2026-02-09,0.0,Good
US1FLHB0182,1,2026-02-10,0.0,Good
US1FLHB0182,1,2026-02-11,0.0,Good
US1FLHB0182,1,2026-02-12,0.0,Good
US1FLHB0182,1,2026-02-13,0.0,Good
US1FLHB0182,1,2026-02-14,0.0,Good
US1FLHB0182,1,2026-02-15,0.0,Good
US1FLHB0182,1,2026-02-16,0.43,Good
US1FLHB0182,1,2026-02-17,0.0,Good
US1FLHB0182,1,2026-02-18,0.0,Good
US1FLHB0182,1,2026-02-19,0.0,Good
US1FLHB0182,1,2026-02-20,0.0,Good
US1FLHB0182,1,2026-02-21,0.0,Good
US1FLHB0182,1,2026-02-22,0.03,Good
US1FLHB0182,1,2026-02-23,0.04,Good
US1FLHB0182,1,2026-02-24,0.0,Good
US1FLHB0182,1,2026-02-25,0.0,Good
US1FLHB0182,1,2026-02-26,0.0,Good
US1FLHB0182,1,2026-02-27,0.0,Good
US1FLHB0182,1,2026-02-28,0.74,Good
US1FLHB0182,1,2026-03-01,0.04,Good
US1FLHB0182,1,2026-03-02,0.0,Good
US1FLHB0182,1,2026-03-03,0.0,Good
US1FLHB0182,1,2026-03-04,0.0,Good
US1FLHB0182,1,2026-03-05,0.0,Good
US1FLHB0182,1,2026-03-06,0.37,Good
US1FLHB0182,1,2026-03-07,0.0,Good
US1FLHB0182,1,2026-03-08,0.0,Good
US1FLHB0182,1,2026-03-09,0.0,Good
US1FLHB0182,1,2026-03-10,0.0,Good
US1FLHB0182,1,2026-03-11,0.0,Good
US1FLHB0182,1,2026-03-12,0.0,Good
US1FLHB0182,1,2026-03-13,0.09,Good
US1FLHB0182,1,2026-03-14,0.11,Good
US1FLHB0182,1,2026-03-15,0.0,Good
US1FLHB0182,1,2026-03-16,1.27,Good
US1FLHB0182,1,2026-03-17,0.13,Good
US1FLHB0182,1,2026-03-18,0.0,Good
US1FLHB0182,1,2026-03-19,0.0,Good
US1FLHB0182,1,2026-03-20,0.0,Good
US1FLHB0182,1,2026-03-21,0.0,Good
US1FLHB0182,1,2026-03-22,0.0,Good
US1FLHB0182,1,2026-03-23,0.0,Good
US1FLHB0182,1,2026-03-24,0.0,Good
US1FLHB0182,1,2026-03-25,0.04,Good
US1FLMN0079,1,2026-01-01,0.0,Good
US1FLMN0079,1,2026-01-02,0.0,Good
US1FLMN0079,1,2026-01-03,0.0,Good
US1FLMN0079,1,2026-01-04,0.0,Good
US1FLMN0079,1,2026-01-05,0.01,Good
US1FLMN0079,1,2026-01-06,0.0,Good
US1FLMN0079,1,2026-01-07,0.01,Good
US1FLMN0079,1,2026-01-08,0.0,Good
US1FLMN0079,1,2026-01-09,0.6,Good
US1FLMN0079,1,2026-01-10,0.08,Good
US1FLMN0079,1,2026-01-11,0.2,Good
US1FLMN0079,1,2026-01-12,0.01,Good
US1FLMN0079,1,2026-01-13,0.0,Good
US1FLMN0079,1,2026-01-14,0.01,Good
US1FLMN0079,1,2026-01-15,0.01,Good
US1FLMN0079,1,2026-01-16,0.2,Good
US1FLMN0079,1,2026-01-17,0.0,Good
US1FLMN0079,1,2026-01-18,0.01,Good
US1FLMN0079,1,2026-01-19,0.0,Good
US1FLMN0079,1,2026-01-20,0.0,Good
US1FLMN0079,1,2026-01-21,0.0,Good
US1FLMN0079,1,2026-01-22,0.08,Good
US1FLMN0079,1,2026-01-26,0.0,Good
US1FLMN0079,1,2026-01-27,0.0,Good
US1FLMN0079,1,2026-02-04,0.01,Good
US1FLMN0079,1,2026-02-05,0.0,Good
US1FLMN0079,1,2026-02-06,0.09,Good
US1FLMN0079,1,2026-02-07,0.01,Good
US1FLMN0079,1,2026-02-08,0.0,Good
US1FLMN0079,1,2026-02-09,0.0,Good
US1FLMN0079,1,2026-02-10,0.0,Good
US1FLMN0079,1,2026-02-11,0.0,Good
US1FLMN0079,1,2026-02-12,0.0,Good
US1FLMN0079,1,2026-02-13,0.0,Good
US1FLMN0079,1,2026-02-14,0.0,Good
US1FLMN0079,1,2026-02-15,0.0,Good
US1FLMN0079,1,2026-02-16,0.03,Good
US1FLMN0079,1,2026-02-17,0.01,Good
US1FLMN0079,1,2026-03-01,0.0,Good
US1FLMN0079,1,2026-03-02,0.0,Good
US1FLMN0079,1,2026-03-03,0.0,Good
US1FLMN0079,1,2026-03-04,0.0,Good
US1FLMN0079,1,2026-03-05,0.66,Good
US1FLMN0079,1,2026-03-06,0.02,Good
US1FLMN0079,1,2026-03-07,0.04,Good
US1FLMN0079,1,2026-03-08,0.01,Good
US1FLMN0079,1,2026-03-09,0.0,Good
US1FLMN0079,1,2026-03-10,0.0,Good
US1FLMN0079,1,2026-03-11,0.0,Good
US1FLMN0079,1,2026-03-12,0.0,Good
US1FLMN0079,1,2026-03-13,0.18,Good
US1FLMN0079,1,2026-03-14,0.01,Good
US1FLMN0079,1,2026-03-15,0.0,Good
US1FLMN0079,1,2026-03-16,0.05,Good
US1FLMN0079,1,2026-03-17,1.75,Good
US1FLMN0079,1,2026-03-18,0.42,Good
US1FLMN0079,1,2026-03-19,0.01,Good
US1FLMN0079,1,2026-03-20,0.0,Good
US1FLMN0079,1,2026-03-21,0.02,Good
US1FLMN0079,1,2026-03-22,0.0,Good
US1FLMN0079,1,2026-03-23,0.0,Good
US1FLMN0079,1,2026-03-24,0.0,Good
US1FLMN0079,1,2026-03-25,0.0,Good
US1FLCR0013,1,2026-01-01,0.0,Good
US1FLCR0013,1,2026-01-02,0.0,Good
US1FLCR0013,1,2026-01-03,0.0,Good
US1FLCR0013,1,2026-01-04,0.24,Good
US1FLCR0013,1,2026-01-05,0.0,Good
US1FLCR0013,1,2026-01-07,0.0,Good
US1FLCR0013,1,2026-01-08,0.0,Good
US1FLCR0013,1,2026-01-09,0.0,Good
US1FLCR0013,1,2026-01-10,0.0,Good
US1FLCR0013,1,2026-01-12,0.0,Good
US1FLCR0013,1,2026-01-13,0.0,Good
US1FLCR0013,1,2026-01-14,0.0,Good
US1FLCR0013,1,2026-01-15,0.45,Good
US1FLCR0013,1,2026-01-16,0.13,Good
US1FLCR0013,1,2026-01-17,0.0,Good
US1FLCR0013,1,2026-01-18,0.0,Good
US1FLCR0013,1,2026-01-19,0.0,Good
US1FLCR0013,1,2026-01-20,0.0,Good
US1FLCR0013,1,2026-01-21,0.0,Good
US1FLCR0013,1,2026-01-22,0.0,Good
US1FLCR0013,1,2026-01-23,0.0,Good
US1FLCR0013,1,2026-01-24,0.0,Good
US1FLCR0013,1,2026-01-25,0.02,Good
US1FLCR0013,1,2026-01-26,0.0,Good
US1FLCR0013,1,2026-01-27,0.0,Good
US1FLCR0013,1,2026-01-28,0.0,Good
US1FLCR0013,1,2026-01-29,0.0,Good
US1FLCR0013,1,2026-01-30,0.0,Good
US1FLCR0013,1,2026-01-31,0.0,Good
US1FLCR0013,1,2026-02-01,0.09,Good
US1FLCR0013,1,2026-02-02,0.0,Good
US1FLCR0013,1,2026-02-03,0.0,Good
US1FLCR0013,1,2026-02-04,0.0,Good
US1FLCR0013,1,2026-02-05,0.0,Good
US1FLCR0013,1,2026-02-06,0.37,Good
US1FLCR0013,1,2026-02-07,0.0,Good
US1FLCR0013,1,2026-02-08,0.0,Good
US1FLCR0013,1,2026-02-09,0.0,Good
US1FLCR0013,1,2026-02-10,0.0,Good
US1FLCR0013,1,2026-02-11,0.0,Good
US1FLCR0013,1,2026-02-12,0.0,Good
US1FLCR0013,1,2026-02-13,0.0,Good
US1FLCR0013,1,2026-02-14,0.0,Good
US1FLCR0013,1,2026-02-15,0.0,Good
US1FLCR0013,1,2026-02-16,0.08,Good
US1FLCR0013,1,2026-02-17,0.0,Good
US1FLCR0013,1,2026-02-18,0.0,Good
US1FLCR0013,1,2026-02-19,0.0,Good
US1FLCR0013,1,2026-02-20,0.0,Good
US1FLCR0013,1,2026-02-21,0.0,Good
US1FLCR0013,1,2026-02-22,0.0,Good
US1FLCR0013,1,2026-02-23,0.0,Good
US1FLCR0013,1,2026-02-24,0.0,Good
US1FLCR0013,1,2026-02-25,0.0,Good
US1FLCR0013,1,2026-02-26,0.0,Good
US1FLCR0013,1,2026-02-27,0.0,Good
US1FLCR0013,1,2026-02-28,0.0,Good
US1FLCR0013,1,2026-03-01,0.0,Good
US1FLCR0013,1,2026-03-02,0.0,Good
US1FLCR0013,1,2026-03-03,0.1,Good
US1FLCR0013,1,2026-03-04,0.0,Good
US1FLCR0013,1,2026-03-05,0.0,Good
US1FLCR0013,1,2026-03-06,0.21,Good
US1FLCR0013,1,2026-03-07,0.0,Good
US1FLCR0013,1,2026-03-08,0.14,Good
US1FLCR0013,1,2026-03-09,0.0,Good
US1FLCR0013,1,2026-03-10,0.0,Good
US1FLCR0013,1,2026-03-11,0.0,Good
US1FLCR0013,1,2026-03-12,0.0,Good
US1FLCR0013,1,2026-03-13,0.0,Good
US1FLCR0013,1,2026-03-14,0.0,Good
US1FLCR0013,1,2026-03-15,0.0,Good
US1FLCR0013,1,2026-03-16,0.3,Good
US1FLCR0013,1,2026-03-17,0.2,Good
US1FLCR0013,1,2026-03-18,0.0,Good
US1FLCR0013,1,2026-03-19,0.0,Good
US1FLCR0013,1,2026-03-20,0.0,Good
US1FLCR0013,1,2026-03-21,0.0,Good
US1FLCR0013,1,2026-03-22,0.0,Good
US1FLCR0013,1,2026-03-23,0.0,Good
US1FLCR0013,1,2026-03-24,0.0,Good
US1FLCR0013,1,2026-03-25,0.0,Good
US1FLMN0070,1,2026-01-01,0.0,Good
US1FLMN0070,1,2026-01-02,0.0,Good
US1FLMN0070,1,2026-01-03,0.0,Good
US1FLMN0070,1,2026-01-04,0.0,Good
US1FLMN0070,1,2026-01-05,0.0,Good
US1FLMN0070,1,2026-01-06,0.0,Good
US1FLMN0070,1,2026-01-07,0.0,Good
US1FLMN0070,1,2026-01-08,0.0,Good
US1FLMN0070,1,2026-01-09,0.07,Good
US1FLMN0070,1,2026-01-10,0.14,Good
US1FLMN0070,1,2026-01-11,0.01,Good
US1FLMN0070,1,2026-01-12,0.0,Good
US1FLMN0070,1,2026-01-13,0.0,Good
US1FLMN0070,1,2026-01-14,0.0,Good
US1FLMN0070,1,2026-01-15,0.0,Good
US1FLMN0070,1,2026-01-16,0.1,Good
US1FLMN0070,1,2026-01-17,0.0,Good
US1FLMN0070,1,2026-01-18,0.0,Good
US1FLMN0070,1,2026-01-19,0.0,Good
US1FLMN0070,1,2026-01-20,0.0,Good
US1FLMN0070,1,2026-01-21,0.0,Good
US1FLMN0070,1,2026-01-22,0.02,Good
US1FLMN0070,1,2026-01-23,0.0,Good
US1FLMN0070,1,2026-01-24,0.0,Good
US1FLMN0070,1,2026-01-25,0.01,Good
US1FLMN0070,1,2026-01-26,0.0,Good
US1FLMN0070,1,2026-01-27,0.0,Good
US1FLMN0070,1,2026-01-28,0.0,Good
US1FLMN0070,1,2026-01-29,0.0,Good
US1FLMN0070,1,2026-01-30,0.09,Good
US1FLMN0070,1,2026-01-31,0.0,Good
US1FLMN0070,1,2026-02-01,0.17,Good
US1FLMN0070,1,2026-02-02,0.0,Good
US1FLMN0070,1,2026-02-03,0.0,Good
US1FLMN0070,1,2026-02-04,0.0,Good
US1FLMN0070,1,2026-02-05,0.0,Good
US1FLMN0070,1,2026-02-06,0.1,Good
US1FLMN0070,1,2026-02-07,0.0,Good
US1FLMN0070,1,2026-02-08,0.0,Good
US1FLMN0070,1,2026-02-09,0.0,Good
US1FLMN0070,1,2026-02-10,0.0,Good
US1FLMN0070,1,2026-02-11,0.0,Good
US1FLMN0070,1,2026-02-12,0.0,Good
US1FLMN0070,1,2026-02-13,0.0,Good
US1FLMN0070,1,2026-02-14,0.0,Good
